Year,Date ,Time ,HomeTeam,AwayTeam,HomeTeamGoals,AwayTeamGoals,Stage,Date,HomeTeam_encoded,AwayTeam_encoded,Stage_encoded,MatchOutcome
1996,18-Jan-96,,Algeria , Sierra Leone,2.0,0.0,Group stage,1996-01-18,0,36,1,1
1996,20-Jan-96,,Zambia , Burkina Faso,5.0,1.0,Group stage,1996-01-20,43,3,1,1
1996,24-Jan-96,,Algeria , Burkina Faso,2.0,1.0,Group stage,1996-01-24,0,3,1,1
1996,24-Jan-96,,Zambia , Sierra Leone,4.0,0.0,Group stage,1996-01-24,43,36,1,1
1996,16-Jan-96,,Gabon , Liberia,1.0,2.0,Group stage,1996-01-16,15,23,1,-1
1996,19-Jan-96,,Gabon , Zaire,2.0,0.0,Group stage,1996-01-19,15,44,1,1
1996,25-Jan-96,,Zaire , Liberia,2.0,0.0,Group stage,1996-01-25,42,23,1,1
1996,14-Jan-96,,Ghana , Ivory Coast,2.0,0.0,Group stage,1996-01-14,17,21,1,1
1996,16-Jan-96,,Tunisia , Mozambique,1.0,1.0,Group stage,1996-01-16,39,31,1,0
1996,19-Jan-96,,Ghana , Tunisia,2.0,1.0,Group stage,1996-01-19,17,41,1,1
1996,21-Jan-96,,Ivory Coast , Mozambique,1.0,0.0,Group stage,1996-01-21,20,31,1,1
1996,25-Jan-96,,Tunisia , Ivory Coast,3.0,1.0,Group stage,1996-01-25,39,21,1,1
1996,25-Jan-96,,Ghana , Mozambique,2.0,0.0,Group stage,1996-01-25,17,31,1,1
1996,27-Jan-96,,South Africa , Algeria,2.0,1.0,Quarter-finals,1996-01-27,35,0,2,1
1996,27-Jan-96,,Zambia , Egypt,3.0,1.0,Quarter-finals,1996-01-27,43,13,2,1
1996,28-Jan-96,,Gabon , Tunisia,1.0,1.0,Quarter-finals,1996-01-28,15,41,2,0
1996,28-Jan-96,,Ghana , Zaire,1.0,0.0,Quarter-finals,1996-01-28,17,44,2,1
1996,31-Jan-96,,South Africa , Ghana,3.0,0.0,Semi-finals,1996-01-31,35,18,4,1
1996,31-Jan-96,,Zambia , Tunisia,2.0,4.0,Semi-finals,1996-01-31,43,41,4,-1
1996,03-Feb-96,,Ghana , Zambia,0.0,1.0,Third place,1996-02-03,17,45,5,-1
1996,03-Feb-96,,South Africa , Tunisia,2.0,0.0,Final,1996-02-03,35,41,0,1
1998,07-Feb-98,16:00,Burkina Faso , Cameroon,0.0,1.0,Group stage,1998-02-07,3,5,1,-1
1998,08-Feb-98,20:30,Algeria , Guinea,0.0,1.0,Group stage,1998-02-08,0,19,1,-1
1998,11-Feb-98,15:00,Cameroon , Guinea,2.0,2.0,Group stage,1998-02-11,5,19,1,0
1998,11-Feb-98,20:00,Burkina Faso , Algeria,2.0,1.0,Group stage,1998-02-11,3,0,1,1
1998,15-Feb-98,16:00,Burkina Faso , Guinea,1.0,0.0,Group stage,1998-02-15,3,19,1,1
1998,15-Feb-98,16:00,Cameroon , Algeria,2.0,1.0,Group stage,1998-02-15,5,0,1,1
1998,09-Feb-98,16:00,DR Congo , Togo,2.0,1.0,Group stage,1998-02-09,10,40,1,1
1998,09-Feb-98,20:30,Ghana , Tunisia,2.0,0.0,Group stage,1998-02-09,17,41,1,1
1998,12-Feb-98,16:00,Tunisia , DR Congo,2.0,1.0,Group stage,1998-02-12,39,12,1,1
1998,12-Feb-98,20:30,Togo , Ghana,2.0,1.0,Group stage,1998-02-12,38,18,1,1
1998,16-Feb-98,17:00,DR Congo , Ghana,1.0,0.0,Group stage,1998-02-16,10,18,1,1
1998,16-Feb-98,17:00,Tunisia , Togo,3.0,1.0,Group stage,1998-02-16,39,40,1,1
1998,08-Feb-98,15:00,South Africa , Angola,0.0,0.0,Group stage,1998-02-08,35,1,1,0
1998,08-Feb-98,18:00,Ivory Coast , Namibia,4.0,3.0,Group stage,1998-02-08,20,32,1,1
1998,11-Feb-98,17:15,Ivory Coast , South Africa,1.0,1.0,Group stage,1998-02-11,20,37,1,0
1998,12-Feb-98,18:15,Angola , Namibia,3.0,3.0,Group stage,1998-02-12,1,32,1,0
1998,16-Feb-98,20:00,Ivory Coast , Angola,5.0,2.0,Group stage,1998-02-16,20,1,1,1
1998,16-Feb-98,20:00,South Africa , Namibia,4.0,1.0,Group stage,1998-02-16,35,32,1,1
1998,09-Feb-98,18:15,Morocco , Zambia,1.0,1.0,Group stage,1998-02-09,28,45,1,0
1998,10-Feb-98,18:00,Egypt , Mozambique,2.0,0.0,Group stage,1998-02-10,12,31,1,1
1998,13-Feb-98,17:00,Egypt , Zambia,4.0,0.0,Group stage,1998-02-13,12,45,1,1
1998,13-Feb-98,20:00,Morocco , Mozambique,3.0,0.0,Group stage,1998-02-13,28,31,1,1
1998,17-Feb-98,16:00,Zambia , Mozambique,3.0,1.0,Group stage,1998-02-17,43,31,1,1
1998,17-Feb-98,16:00,Morocco , Egypt,1.0,0.0,Group stage,1998-02-17,28,13,1,1
1998,20-Feb-98,16:00,Cameroon , DR Congo,0.0,1.0,Quarter-finals,1998-02-20,5,12,2,-1
1998,21-Feb-98,17:00,Tunisia , Burkina Faso,1.0,1.0,Quarter-finals,1998-02-21,39,3,2,0
1998,21-Feb-98,20:00,Ivory Coast , Egypt,0.0,0.0,Quarter-finals,1998-02-21,20,13,2,0
1998,22-Feb-98,16:00,Morocco , South Africa,1.0,2.0,Quarter-finals,1998-02-22,28,37,2,-1
1998,25-Feb-98,16:00,DR Congo , South Africa,1.0,2.0,Semi-finals,1998-02-25,10,37,4,-1
1998,25-Feb-98,20:00,Burkina Faso , Egypt,0.0,2.0,Semi-finals,1998-02-25,3,13,4,-1
1998,27-Feb-98,16:00,DR Congo , Burkina Faso,4.0,4.0,Third place,1998-02-27,10,3,5,0
1998,28-Feb-98,16:00,South Africa , Egypt,0.0,2.0,Final,1998-02-28,35,13,0,-1
2000,22-Jan-00,16:00,Ghana , Cameroon,1.0,1.0,Group stage,2000-01-22,17,5,1,0
2000,24-Jan-00,16:00,Ivory Coast , Togo,1.0,1.0,Group stage,2000-01-24,20,40,1,0
2000,27-Jan-00,16:00,Ghana , Togo,2.0,0.0,Group stage,2000-01-27,17,40,1,1
2000,28-Jan-00,19:45,Cameroon , Ivory Coast,3.0,0.0,Group stage,2000-01-28,5,21,1,1
2000,31-Jan-00,16:00,Ghana , Ivory Coast,0.0,2.0,Group stage,2000-01-31,17,21,1,-1
2000,31-Jan-00,16:00,Cameroon , Togo,0.0,1.0,Group stage,2000-01-31,5,40,1,-1
2000,23-Jan-00,19:45,South Africa , Gabon,3.0,1.0,Group stage,2000-01-23,35,16,1,1
2000,24-Jan-00,19:45,DR Congo , Algeria,0.0,0.0,Group stage,2000-01-24,10,0,1,0
2000,27-Jan-00,19:45,South Africa , DR Congo,1.0,0.0,Group stage,2000-01-27,35,12,1,1
2000,29-Jan-00,19:45,Algeria , Gabon,3.0,1.0,Group stage,2000-01-29,0,16,1,1
2000,02-Feb-00,16:00,South Africa , Algeria,1.0,1.0,Group stage,2000-02-02,35,0,1,0
2000,02-Feb-00,16:00,DR Congo , Gabon,0.0,0.0,Group stage,2000-02-02,10,16,1,0
2000,23-Jan-00,18:30,Egypt , Zambia,2.0,0.0,Group stage,2000-01-23,12,45,1,1
2000,25-Jan-00,17:00,Burkina Faso , Senegal,1.0,3.0,Group stage,2000-01-25,3,35,1,-1
2000,28-Jan-00,18:30,Egypt , Senegal,1.0,0.0,Group stage,2000-01-28,12,35,1,1
2000,29-Jan-00,18:30,Zambia , Burkina Faso,1.0,1.0,Group stage,2000-01-29,43,3,1,0
2000,02-Feb-00,17:00,Egypt , Burkina Faso,4.0,2.0,Group stage,2000-02-02,12,3,1,1
2000,02-Feb-00,17:00,Zambia , Senegal,2.0,2.0,Group stage,2000-02-02,43,35,1,0
2000,23-Jan-00,16:00,Nigeria , Tunisia,4.0,2.0,Group stage,2000-01-23,31,41,1,1
2000,25-Jan-00,19:30,Morocco , Congo,1.0,0.0,Group stage,2000-01-25,28,8,1,1
2000,28-Jan-00,16:00,Nigeria , Congo,0.0,0.0,Group stage,2000-01-28,31,8,1,0
2000,29-Jan-00,16:00,Tunisia , Morocco,0.0,0.0,Group stage,2000-01-29,39,30,1,0
2000,03-Feb-00,17:00,Nigeria , Morocco,2.0,0.0,Group stage,2000-02-03,31,30,1,1
2000,03-Feb-00,17:00,Tunisia , Congo,1.0,0.0,Group stage,2000-02-03,39,8,1,1
2000,06-Feb-00,16:00,Cameroon , Algeria,2.0,1.0,Quarter-finals,2000-02-06,5,0,2,1
2000,06-Feb-00,19:30,South Africa , Ghana,1.0,0.0,Quarter-finals,2000-02-06,35,18,2,1
2000,07-Feb-00,16:00,Egypt , Tunisia,0.0,1.0,Quarter-finals,2000-02-07,12,41,2,-1
2000,07-Feb-00,19:00,Nigeria , Senegal,2.0,1.0,Quarter-finals,2000-02-07,31,35,2,1
2000,10-Feb-00,16:30,Nigeria , South Africa,2.0,0.0,Semi-finals,2000-02-10,31,37,4,1
2000,10-Feb-00,18:30,Cameroon , Tunisia,3.0,0.0,Semi-finals,2000-02-10,5,41,4,1
2000,12-Feb-00,16:00,South Africa , Tunisia,2.0,2.0,Third place,2000-02-12,35,41,5,0
2000,13-Feb-00,16:00,Nigeria , Cameroon,2.0,2.0,Final,2000-02-13,31,5,0,0
2002,19-Jan-02,16:00,Mali , Liberia,1.0,1.0,Group stage,2002-01-19,26,23,1,0
2002,21-Jan-02,16:00,Algeria , Nigeria,0.0,1.0,Group stage,2002-01-21,0,33,1,-1
2002,24-Jan-02,19:00,Mali , Nigeria,0.0,0.0,Group stage,2002-01-24,26,33,1,0
2002,25-Jan-02,19:30,Liberia , Algeria,2.0,2.0,Group stage,2002-01-25,22,0,1,0
2002,28-Jan-02,18:00,Mali , Algeria,2.0,0.0,Group stage,2002-01-28,26,0,1,1
2002,28-Jan-02,18:00,Liberia , Nigeria,0.0,1.0,Group stage,2002-01-28,22,33,1,-1
2002,20-Jan-02,19:30,South Africa , Burkina Faso,0.0,0.0,Group stage,2002-01-20,35,3,1,0
2002,21-Jan-02,16:00,Morocco , Ghana,0.0,0.0,Group stage,2002-01-21,28,18,1,0
2002,24-Jan-02,16:00,South Africa , Ghana,0.0,0.0,Group stage,2002-01-24,35,18,1,0
2002,26-Jan-02,15:30,Burkina Faso , Morocco,1.0,2.0,Group stage,2002-01-26,3,30,1,-1
2002,30-Jan-02,16:00,South Africa , Morocco,3.0,1.0,Group stage,2002-01-30,35,30,1,1
2002,30-Jan-02,16:00,Burkina Faso , Ghana,1.0,2.0,Group stage,2002-01-30,3,18,1,-1
2002,20-Jan-02,17:30,Cameroon , DR Congo,1.0,0.0,Group stage,2002-01-20,5,12,1,1
2002,21-Jan-02,18:00,Togo , Ivory Coast,0.0,0.0,Group stage,2002-01-21,38,21,1,0
2002,25-Jan-02,17:30,Cameroon , Ivory Coast,1.0,0.0,Group stage,2002-01-25,5,21,1,1
2002,26-Jan-02,17:30,DR Congo , Togo,0.0,0.0,Group stage,2002-01-26,10,40,1,0
2002,29-Jan-02,16:00,Cameroon , Togo,3.0,0.0,Group stage,2002-01-29,5,40,1,1
2002,29-Jan-02,16:00,DR Congo , Ivory Coast,3.0,1.0,Group stage,2002-01-29,10,21,1,1
2002,20-Jan-02,15:30,Egypt , Senegal,0.0,1.0,Group stage,2002-01-20,12,35,1,-1
2002,21-Jan-02,19:00,Zambia , Tunisia,0.0,0.0,Group stage,2002-01-21,43,41,1,0
2002,25-Jan-02,15:30,Egypt , Tunisia,1.0,0.0,Group stage,2002-01-25,12,41,1,1
2002,26-Jan-02,19:30,Senegal , Zambia,1.0,0.0,Group stage,2002-01-26,33,45,1,1
2002,31-Jan-02,16:00,Egypt , Zambia,2.0,1.0,Group stage,2002-01-31,12,45,1,1
2002,31-Jan-02,16:00,Senegal , Tunisia,0.0,0.0,Group stage,2002-01-31,33,41,1,0
2002,03-Feb-02,16:00,South Africa , Mali,0.0,2.0,Quarter-finals,2002-02-03,35,27,2,-1
2002,03-Feb-02,19:00,Nigeria , Ghana,1.0,0.0,Quarter-finals,2002-02-03,31,18,2,1
2002,04-Feb-02,16:00,Cameroon , Egypt,1.0,0.0,Quarter-finals,2002-02-04,5,13,2,1
2002,04-Feb-02,19:00,Senegal , DR Congo,2.0,0.0,Quarter-finals,2002-02-04,33,12,2,1
2002,07-Feb-02,16:00,Nigeria , Senegal,1.0,2.0,Semi-finals,2002-02-07,31,35,4,-1
2002,07-Feb-02,19:00,Mali , Cameroon,0.0,3.0,Semi-finals,2002-02-07,26,5,4,-1
2002,09-Feb-02,16:00,Nigeria , Mali,1.0,0.0,Third place,2002-02-09,31,27,5,1
2002,10-Feb-02,16:00,Senegal , Cameroon,0.0,0.0,Final,2002-02-10,33,5,0,0
2004,24-Jan-04,19:30,Tunisia , Rwanda,2.0,1.0,Group stage,2004-01-24,39,34,1,1
2004,25-Jan-04,14:00,DR Congo , Guinea,1.0,2.0,Group stage,2004-01-25,10,19,1,-1
2004,28-Jan-04,14:00,Rwanda , Guinea,1.0,1.0,Group stage,2004-01-28,32,19,1,0
2004,28-Jan-04,16:15,Tunisia , DR Congo,3.0,0.0,Group stage,2004-01-28,39,12,1,1
2004,01-Feb-04,14:00,Tunisia , Guinea,1.0,1.0,Group stage,2004-02-01,39,19,1,0
2004,01-Feb-04,14:00,Rwanda , DR Congo,1.0,0.0,Group stage,2004-02-01,32,12,1,1
2004,26-Jan-04,14:00,Kenya , Mali,1.0,3.0,Group stage,2004-01-26,21,27,1,-1
2004,26-Jan-04,19:00,Senegal , Burkina Faso,0.0,0.0,Group stage,2004-01-26,33,3,1,0
2004,30-Jan-04,14:00,Senegal , Kenya,3.0,0.0,Group stage,2004-01-30,33,22,1,1
2004,30-Jan-04,19:00,Burkina Faso , Mali,1.0,3.0,Group stage,2004-01-30,3,27,1,-1
2004,02-Feb-04,14:00,Senegal , Mali,1.0,1.0,Group stage,2004-02-02,33,27,1,0
2004,02-Feb-04,14:00,Burkina Faso , Kenya,0.0,3.0,Group stage,2004-02-02,3,22,1,-1
2004,25-Jan-04,16:30,Zimbabwe , Egypt,1.0,2.0,Group stage,2004-01-25,44,13,1,-1
2004,25-Jan-04,19:00,Cameroon , Algeria,1.0,1.0,Group stage,2004-01-25,5,0,1,0
2004,29-Jan-04,16:30,Cameroon , Zimbabwe,5.0,3.0,Group stage,2004-01-29,5,46,1,1
2004,29-Jan-04,19:00,Algeria , Egypt,2.0,1.0,Group stage,2004-01-29,0,13,1,1
2004,03-Feb-04,14:00,Cameroon , Egypt,0.0,0.0,Group stage,2004-02-03,5,13,1,0
2004,03-Feb-04,14:00,Algeria , Zimbabwe,1.0,2.0,Group stage,2004-02-03,0,46,1,-1
2004,27-Jan-04,14:00,Nigeria , Morocco,0.0,1.0,Group stage,2004-01-27,31,30,1,-1
2004,27-Jan-04,18:00,South Africa , Benin,2.0,0.0,Group stage,2004-01-27,35,2,1,1
2004,31-Jan-04,14:00,Nigeria , South Africa,4.0,0.0,Group stage,2004-01-31,31,37,1,1
2004,31-Jan-04,18:00,Morocco , Benin,4.0,0.0,Group stage,2004-01-31,28,2,1,1
2004,04-Feb-04,18:00,Morocco , South Africa,1.0,1.0,Group stage,2004-02-04,28,37,1,0
2004,04-Feb-04,18:00,Nigeria , Benin,2.0,1.0,Group stage,2004-02-04,31,2,1,1
2004,07-Feb-04,14:00,Mali , Guinea,2.0,1.0,Quarter-finals,2004-02-07,26,19,2,1
2004,07-Feb-04,17:00,Tunisia , Senegal,1.0,0.0,Quarter-finals,2004-02-07,39,35,2,1
2004,08-Feb-04,14:00,Cameroon , Nigeria,1.0,2.0,Quarter-finals,2004-02-08,5,33,2,-1
2004,08-Feb-04,17:00,Morocco , Algeria,3.0,1.0,Quarter-finals,2004-02-08,28,0,2,1
2004,11-Feb-04,16:00,Tunisia , Nigeria,1.0,1.0,Semi-finals,2004-02-11,39,33,4,0
2004,11-Feb-04,19:00,Morocco , Mali,4.0,0.0,Semi-finals,2004-02-11,28,27,4,1
2004,13-Feb-04,20:00,Nigeria , Mali,2.0,1.0,Third place,2004-02-13,31,27,5,1
2004,14-Feb-04,14:30,Tunisia , Morocco,2.0,1.0,Final,2004-02-14,39,30,0,1
2006,20-Jan-06,19:00,Egypt , Libya,3.0,0.0,Group stage,2006-01-20,12,24,1,1
2006,21-Jan-06,14:00,Morocco , Ivory Coast,0.0,1.0,Group stage,2006-01-21,28,21,1,-1
2006,24-Jan-06,17:15,Libya , Ivory Coast,1.0,2.0,Group stage,2006-01-24,23,21,1,-1
2006,24-Jan-06,20:00,Egypt , Morocco,0.0,0.0,Group stage,2006-01-24,12,30,1,0
2006,28-Jan-06,19:00,Egypt , Ivory Coast,3.0,1.0,Group stage,2006-01-28,12,21,1,1
2006,28-Jan-06,19:00,Libya , Morocco,0.0,0.0,Group stage,2006-01-28,23,30,1,0
2006,21-Jan-06,17:15,Cameroon , Angola,3.0,1.0,Group stage,2006-01-21,5,1,1,1
2006,21-Jan-06,20:00,Togo , DR Congo,0.0,2.0,Group stage,2006-01-21,38,12,1,-1
2006,25-Jan-06,17:15,Angola , DR Congo,0.0,0.0,Group stage,2006-01-25,1,12,1,0
2006,25-Jan-06,20:00,Cameroon , Togo,2.0,0.0,Group stage,2006-01-25,5,40,1,1
2006,29-Jan-06,19:00,Angola , Togo,3.0,2.0,Group stage,2006-01-29,1,40,1,1
2006,29-Jan-06,19:00,Cameroon , DR Congo,2.0,0.0,Group stage,2006-01-29,5,12,1,1
2006,22-Jan-06,17:15,Tunisia , Zambia,4.0,1.0,Group stage,2006-01-22,39,45,1,1
2006,22-Jan-06,20:00,South Africa , Guinea,0.0,2.0,Group stage,2006-01-22,35,19,1,-1
2006,26-Jan-06,17:15,Zambia , Guinea,1.0,2.0,Group stage,2006-01-26,43,19,1,-1
2006,26-Jan-06,20:00,Tunisia , South Africa,2.0,0.0,Group stage,2006-01-26,39,37,1,1
2006,30-Jan-06,19:00,Tunisia , Guinea,0.0,3.0,Group stage,2006-01-30,39,19,1,-1
2006,30-Jan-06,19:00,Zambia , South Africa,1.0,0.0,Group stage,2006-01-30,43,37,1,1
2006,23-Jan-06,17:15,Nigeria , Ghana,1.0,0.0,Group stage,2006-01-23,31,18,1,1
2006,23-Jan-06,20:00,Zimbabwe , Senegal,0.0,2.0,Group stage,2006-01-23,44,35,1,-1
2006,27-Jan-06,17:15,Ghana , Senegal,1.0,0.0,Group stage,2006-01-27,17,35,1,1
2006,27-Jan-06,20:00,Nigeria , Zimbabwe,2.0,0.0,Group stage,2006-01-27,31,46,1,1
2006,31-Jan-06,19:00,Nigeria , Senegal,2.0,1.0,Group stage,2006-01-31,31,35,1,1
2006,31-Jan-06,19:00,Ghana , Zimbabwe,1.0,2.0,Group stage,2006-01-31,17,46,1,-1
2006,03-Feb-06,15:00,Guinea , Senegal,2.0,3.0,Quarter-finals,2006-02-03,18,35,2,-1
2006,03-Feb-06,19:00,Egypt , DR Congo,4.0,1.0,Quarter-finals,2006-02-03,12,12,2,1
2006,04-Feb-06,15:00,Nigeria , Tunisia,1.0,1.0,Quarter-finals,2006-02-04,31,41,2,0
2006,04-Feb-06,19:00,Cameroon , Ivory Coast,1.0,1.0,Quarter-finals,2006-02-04,5,21,2,0
2006,07-Feb-06,19:00,Egypt , Senegal,2.0,1.0,Semi-finals,2006-02-07,12,35,4,1
2006,07-Feb-06,15:00,Nigeria , Ivory Coast,0.0,1.0,Semi-finals,2006-02-07,31,21,4,-1
2006,09-Feb-06,18:00,Senegal , Nigeria,0.0,1.0,Third place,2006-02-09,33,33,5,-1
2006,10-Feb-06,18:00,Egypt , Ivory Coast,0.0,0.0,Final,2006-02-10,12,21,0,0
2008,20-Jan-08,17:00,Ghana , Guinea,2.0,1.0,Group stage,2008-01-20,17,19,1,1
2008,21-Jan-08,15:00,Namibia , Morocco,1.0,5.0,Group stage,2008-01-21,30,30,1,-1
2008,24-Jan-08,17:00,Guinea , Morocco,3.0,2.0,Group stage,2008-01-24,18,30,1,1
2008,24-Jan-08,19:30,Ghana , Namibia,1.0,0.0,Group stage,2008-01-24,17,32,1,1
2008,28-Jan-08,17:00,Ghana , Morocco,2.0,0.0,Group stage,2008-01-28,17,30,1,1
2008,28-Jan-08,17:00,Guinea , Namibia,1.0,1.0,Group stage,2008-01-28,18,32,1,0
2008,21-Jan-08,17:00,Nigeria , Ivory Coast,0.0,1.0,Group stage,2008-01-21,31,21,1,-1
2008,21-Jan-08,19:45[7],Mali , Benin,1.0,0.0,Group stage,2008-01-21,26,2,1,1
2008,25-Jan-08,17:00,Ivory Coast , Benin,4.0,1.0,Group stage,2008-01-25,20,2,1,1
2008,25-Jan-08,19:30,Nigeria , Mali,0.0,0.0,Group stage,2008-01-25,31,27,1,0
2008,29-Jan-08,17:00,Nigeria , Benin,2.0,0.0,Group stage,2008-01-29,31,2,1,1
2008,29-Jan-08,17:00,Ivory Coast , Mali,3.0,0.0,Group stage,2008-01-29,20,27,1,1
2008,22-Jan-08,17:00,Egypt , Cameroon,4.0,2.0,Group stage,2008-01-22,12,5,1,1
2008,22-Jan-08,19:30,Sudan , Zambia,0.0,3.0,Group stage,2008-01-22,36,45,1,-1
2008,26-Jan-08,17:00,Cameroon , Zambia,5.0,1.0,Group stage,2008-01-26,5,45,1,1
2008,26-Jan-08,19:30,Egypt , Sudan,3.0,0.0,Group stage,2008-01-26,12,38,1,1
2008,30-Jan-08,17:00,Cameroon , Sudan,3.0,0.0,Group stage,2008-01-30,5,38,1,1
2008,30-Jan-08,17:00,Egypt , Zambia,1.0,1.0,Group stage,2008-01-30,12,45,1,0
2008,23-Jan-08,17:00,Tunisia , Senegal,2.0,2.0,Group stage,2008-01-23,39,35,1,0
2008,23-Jan-08,19:30,South Africa , Angola,1.0,1.0,Group stage,2008-01-23,35,1,1,0
2008,27-Jan-08,17:00,Senegal , Angola,1.0,3.0,Group stage,2008-01-27,33,1,1,-1
2008,27-Jan-08,19:30,Tunisia , South Africa,3.0,1.0,Group stage,2008-01-27,39,37,1,1
2008,31-Jan-08,17:00,Senegal , South Africa,1.0,1.0,Group stage,2008-01-31,33,37,1,0
2008,31-Jan-08,17:00,Tunisia , Angola,0.0,0.0,Group stage,2008-01-31,39,1,1,0
2008,03-Feb-08,17:00,Ghana , Nigeria,2.0,1.0,Quarter-finals,2008-02-03,17,33,2,1
2008,03-Feb-08,20:30,Ivory Coast , Guinea,5.0,0.0,Quarter-finals,2008-02-03,20,19,2,1
2008,04-Feb-08,17:00,Egypt , Angola,2.0,1.0,Quarter-finals,2008-02-04,12,1,2,1
2008,04-Feb-08,20:30,Tunisia , Cameroon,2.0,3.0,Quarter-finals,2008-02-04,39,5,2,-1
2008,07-Feb-08,17:00,Ghana , Cameroon,0.0,1.0,Semi-finals,2008-02-07,17,5,4,-1
2008,07-Feb-08,20:30,Ivory Coast , Egypt,1.0,4.0,Semi-finals,2008-02-07,20,13,4,-1
2008,09-Feb-08,17:00,Ghana , Ivory Coast,4.0,2.0,Third place,2008-02-09,17,21,5,1
2008,10-Feb-08,17:00,Cameroon , Egypt,0.0,1.0,Final,2008-02-10,5,13,0,-1
2010,10-Jan-10,20:00,Angola , Mali,4.0,4.0,Group stage,2010-01-10,1,27,1,0
2010,11-Jan-10,14:45,Malawi , Algeria,3.0,0.0,Group stage,2010-01-11,25,0,1,1
2010,14-Jan-10,17:00,Mali , Algeria,0.0,1.0,Group stage,2010-01-14,26,0,1,-1
2010,14-Jan-10,19:30,Angola , Malawi,2.0,0.0,Group stage,2010-01-14,1,26,1,1
2010,18-Jan-10,17:00,Angola , Algeria,0.0,0.0,Group stage,2010-01-18,1,0,1,0
2010,18-Jan-10,17:00,Mali , Malawi,3.0,1.0,Group stage,2010-01-18,26,26,1,1
2010,11-Jan-10,17:00,Ivory Coast , Burkina Faso,0.0,0.0,Group stage,2010-01-11,20,3,1,0
2010,15-Jan-10,19:30,Ivory Coast , Ghana,3.0,1.0,Group stage,2010-01-15,20,18,1,1
2010,19-Jan-10,17:00,Burkina Faso , Ghana,0.0,1.0,Group stage,2010-01-19,3,18,1,-1
2010,12-Jan-10,17:00,Egypt , Nigeria,3.0,1.0,Group stage,2010-01-12,12,33,1,1
2010,12-Jan-10,19:30,Mozambique , Benin,2.0,2.0,Group stage,2010-01-12,29,2,1,0
2010,16-Jan-10,17:00,Nigeria , Benin,1.0,0.0,Group stage,2010-01-16,31,2,1,1
2010,16-Jan-10,19:30,Egypt , Mozambique,2.0,0.0,Group stage,2010-01-16,12,31,1,1
2010,20-Jan-10,17:00,Egypt , Benin,2.0,0.0,Group stage,2010-01-20,12,2,1,1
2010,20-Jan-10,17:00,Nigeria , Mozambique,3.0,0.0,Group stage,2010-01-20,31,31,1,1
2010,13-Jan-10,17:00,Cameroon , Gabon,0.0,1.0,Group stage,2010-01-13,5,16,1,-1
2010,13-Jan-10,19:30,Zambia , Tunisia,1.0,1.0,Group stage,2010-01-13,43,41,1,0
2010,17-Jan-10,17:00,Gabon , Tunisia,0.0,0.0,Group stage,2010-01-17,15,41,1,0
2010,17-Jan-10,19:30,Cameroon , Zambia,3.0,2.0,Group stage,2010-01-17,5,45,1,1
2010,21-Jan-10,17:00,Gabon , Zambia,1.0,2.0,Group stage,2010-01-21,15,45,1,-1
2010,21-Jan-10,17:00,Cameroon , Tunisia,2.0,2.0,Group stage,2010-01-21,5,41,1,0
2010,24-Jan-10,17:00,Angola , Ghana,0.0,1.0,Quarter-finals,2010-01-24,1,18,2,-1
2010,24-Jan-10,20:30,Ivory Coast , Algeria,2.0,3.0,Quarter-finals,2010-01-24,20,0,2,-1
2010,25-Jan-10,17:00,Egypt , Cameroon,3.0,1.0,Quarter-finals,2010-01-25,12,5,2,1
2010,25-Jan-10,20:30,Zambia , Nigeria,0.0,0.0,Quarter-finals,2010-01-25,43,33,2,0
2010,28-Jan-10,16:00,Ghana , Nigeria,1.0,0.0,Semi-finals,2010-01-28,17,33,4,1
2010,28-Jan-10,20:30,Algeria , Egypt,0.0,4.0,Semi-finals,2010-01-28,0,13,4,-1
2010,30-Jan-10,17:00,Nigeria , Algeria,1.0,0.0,Third place,2010-01-30,31,0,5,1
2010,31-Jan-10,17:00,Ghana , Egypt,0.0,1.0,Final,2010-01-31,17,13,0,-1
2012,04-Feb-12,17:00,Zambia , Sudan,3.0,0.0,Quarter-finals,2012-02-04,43,38,2,1
2012,04-Feb-12,20:00,Ivory Coast , Equatorial Guinea,3.0,0.0,Quarter-finals,2012-02-04,20,14,2,1
2012,05-Feb-12,17:00,Gabon , Mali,1.0,1.0,Quarter-finals,2012-02-05,15,27,2,0
2012,05-Feb-12,20:00,Ghana , Tunisia,2.0,1.0,Quarter-finals,2012-02-05,17,41,2,1
2012,08-Feb-12,17:00,Zambia , Ghana,1.0,0.0,Semi-finals,2012-02-08,43,18,4,1
2012,08-Feb-12,20:00,Mali , Ivory Coast,0.0,1.0,Semi-finals,2012-02-08,26,21,4,-1
2012,11-Feb-12,20:00,Ghana , Mali,0.0,2.0,Third place,2012-02-11,17,27,5,-1
2012,12-Feb-12,20:30[note 1],Zambia , Ivory Coast,0.0,0.0,Final,2012-02-12,43,21,0,0
2013,02-Feb-13,17:00,Ghana , Cape Verde,2.0,0.0,Quarter-finals,2013-02-02,17,6,2,1
2013,02-Feb-13,20:30,South Africa , Mali,1.0,1.0,Quarter-finals,2013-02-02,35,27,2,0
2013,03-Feb-13,17:00,Ivory Coast , Nigeria,1.0,2.0,Quarter-finals,2013-02-03,20,33,2,-1
2013,03-Feb-13,20:30,Burkina Faso , Togo,1.0,0.0,Quarter-finals,2013-02-03,3,40,2,1
